"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","lat","lon"
"220606971","2022-03-05T00:00:00.000","2020-07-02T00:00:00.000","0940","06","Hollywood","0636","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 0444 1822 1501","52","M","W","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","230",,,,"YUCCA                        ST","HIGHLAND                     AV","34.1032","-118.3387"
"231512931","2023-07-28T00:00:00.000","2020-10-09T00:00:00.000","1125","15","N Hollywood","1548","2","354","THEFT OF IDENTITY","0377","29","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"11000    CHANDLER                     BL",,"34.1681","-118.3704"
"231906802","2023-03-09T00:00:00.000","2020-06-26T00:00:00.000","1100","19","Mission","1988","1","310","BURGLARY","1605 0329","54","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","310",,,,"13600    OTTOMAN                      ST",,"34.2283","-118.4286"
"222005367","2022-01-30T00:00:00.000","2020-11-01T00:00:00.000","1250","20","Olympic","2079","2","354","THEFT OF IDENTITY","0100 0929 0923","42","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"2200 W  15TH                         ST",,"34.0453","-118.2864"
"231817789","2023-10-11T00:00:00.000","2020-01-11T00:00:00.000","1355","18","Southeast","1841","2","354","THEFT OF IDENTITY","0928 1822","41","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"11100    DENVER                       AV",,"33.9347","-118.2848"
"230707560","2023-03-24T00:00:00.000","2020-03-20T00:00:00.000","2030","07","Wilshire","0759","2","662","BUNCO, GRAND THEFT","0701 0800","43","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","662",,,,"1100 S  NORTON                       AV",,"34.0515","-118.3219"
"231613896","2023-11-09T00:00:00.000","2020-04-01T00:00:00.000","1159","16","Foothill","1677","2","354","THEFT OF IDENTITY","1822 0930","33","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"8700    WHEATLAND                    AV",,"34.2278","-118.3622"
"230818547","2023-12-26T00:00:00.000","2020-10-21T00:00:00.000","1435","08","West LA","0842","2","354","THEFT OF IDENTITY","0935","0","X","X","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"1400    BUTLER                       AV",,"34.0484","-118.4544"
"220608736","2022-04-12T00:00:00.000","2020-10-22T00:00:00.000","1200","06","Hollywood","0666","2","649","DOCUMENT FORGERY / STOLEN FELONY","0344 1822 1501 0923","57","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","649",,,,"6200    BANNER                       AV",,"34.0917","-118.3244"
"221004913","2022-01-25T00:00:00.000","2020-09-01T00:00:00.000","1700","10","West Valley","1067","2","354","THEFT OF IDENTITY","1822 0930","45","F","W","203","OTHER BUSINESS",,,"IC","Invest Cont","354",,,,"5200    GENESTA                      AV",,"34.166","-118.5033"
"231204446","2023-01-06T00:00:00.000","2020-01-06T00:00:00.000","1625","12","77th Street","1241","2","354","THEFT OF IDENTITY","0100 0930 0922","22","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"6400    10TH                         AV",,"33.9817","-118.3279"
"231205201","2023-01-16T00:00:00.000","2020-07-01T00:00:00.000","1900","12","77th Street","1252","2","354","THEFT OF IDENTITY","0100 0930 0935 0929 0922 1822","24","F","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"2300 W  FLORENCE                     AV",,"33.9746","-118.3188"
"211313647","2021-08-02T00:00:00.000","2020-10-22T00:00:00.000","0800","13","Newton","1391","2","928","THREATENING PHONE CALLS/LETTERS","0359 0421 1814 0602 0913","27","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","AO","Adult Other","928",,,,"300 W  70TH                         ST",,"33.9765","-118.2789"
"220509193","2022-05-17T00:00:00.000","2020-10-01T00:00:00.000","1200","05","Harbor","0528","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"PACIFIC COAST","MAHAR","33.791","-118.2469"
"230708191","2023-04-07T00:00:00.000","2020-08-30T00:00:00.000","1635","07","Wilshire","0736","2","354","THEFT OF IDENTITY","1822","48","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"300 S  COCHRAN                      AV",,"34.0692","-118.3472"
"221700766","2022-05-11T00:00:00.000","2020-10-01T00:00:00.000","0800","17","Devonshire","1721","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0352 0344","37","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","341",,,,"21600    TRIBUNE                      ST",,"34.2675","-118.6005"
"231220613","2023-10-02T00:00:00.000","2020-07-17T00:00:00.000","0001","12","77th Street","1207","2","354","THEFT OF IDENTITY","0800 0100 0930 1822","42","F","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"800 W  50TH                         PL",,"33.997","-118.2871"
"230309403","2023-04-15T00:00:00.000","2020-09-06T00:00:00.000","0001","03","Southwest","0363","2","354","THEFT OF IDENTITY","1822 0100 0930 0928","30","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"4000    WEST                         BL",,"34.0128","-118.3447"
"220506019","2022-02-01T00:00:00.000","2020-02-01T00:00:00.000","1200","05","Harbor","0507","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0913 0602 0557 0400 0416 1258","12","M","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","627",,,,"1400 W  227TH                        ST",,"33.8201","-118.3015"
"231107419","2023-03-30T00:00:00.000","2020-08-08T00:00:00.000","2346","11","Northeast","1122","2","624","BATTERY - SIMPLE ASSAULT","1278 0400 1310","40","M","H","122","VEHICLE, PASSENGER/TRUCK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624",,,,"LOS FELIZ                    BL","CRYSTAL SPRINGS              DR","34.117","-118.2717"
"221204063","2021-12-09T00:00:00.000","2020-01-20T00:00:00.000","1725","12","77th Street","1255","2","354","THEFT OF IDENTITY","0928","21","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"7400 S  DENKER                       AV",,"33.9728","-118.3046"
"221225797","2022-12-22T00:00:00.000","2020-12-22T00:00:00.000","0220","12","77th Street","1249","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"6900 S  FIGUEROA                     ST",,"33.9774","-118.2827"
"231809755","2023-04-28T00:00:00.000","2020-03-01T00:00:00.000","0800","18","Southeast","1824","2","354","THEFT OF IDENTITY","0928 1822","42","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"9400 S  CENTRAL                      AV",,"33.9509","-118.2546"
"220411016","2022-07-18T00:00:00.000","2020-06-22T00:00:00.000","1300","04","Hollenbeck","0439","1","310","BURGLARY","0344","68","M","H","221","PUBLIC STORAGE",,,"IC","Invest Cont","310",,,,"4800    VALLEY                       BL",,"34.0659","-118.1802"
"230710560","2023-06-08T00:00:00.000","2020-06-01T00:00:00.000","0200","07","Wilshire","0752","1","121","RAPE, FORCIBLE","0448 0527 0305 0340 1268 0416 1822 2004","18","F","B","103","ALLEY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121",,,,"1200    LA CIENEGA                   BL",,"34.0555","-118.3762"
"221505387","2022-02-04T00:00:00.000","2020-03-01T00:00:00.000","1200","15","N Hollywood","1569","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0444 0411 0429 0913 0400 0416 2000 1814","39","F","H","501","SINGLE FAMILY DWELLING","200","KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest","230",,,,"10500    RIVERSIDE                    DR",,"34.1522","-118.3593"
"232005220","2023-01-28T00:00:00.000","2020-09-01T00:00:00.000","1620","20","Olympic","2074","2","354","THEFT OF IDENTITY","1822","31","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"2000    CAMBRIDGE                    ST",,"34.0446","-118.3003"
"232110125","2023-06-08T00:00:00.000","2020-04-27T00:00:00.000","1400","21","Topanga","2175","2","624","BATTERY - SIMPLE ASSAULT","1218 2004 1202 0416 0429 1822","81","M","W","108","PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","624",,,,"TOPANGA CANYON","VENTURA","34.1732","-118.6152"
"221913440","2022-08-20T00:00:00.000","2020-04-17T00:00:00.000","0955","19","Mission","1913","2","354","THEFT OF IDENTITY","1202","78","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"15200    COBALT                       ST",,"34.3131","-118.4632"
"210217152","2021-11-02T00:00:00.000","2020-01-01T00:00:00.000","1030","02","Rampart","0215","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","0602 1251 1258 0913 0500 0522 0551 0360 0400 2021","8","F","F","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","812","860",,,"400 N  VENDOME                      ST",,"34.0767","-118.2791"
"211804895","2020-12-09T00:00:00.000","2020-12-09T00:00:00.000","1230","18","Southeast","1823","1","210","ROBBERY","0344 1300 0342 0302 0390 0400 1822 1240 1309 0216","53","F","H","101","STREET","106","UNKNOWN FIREARM","IC","Invest Cont","210",,,,"400 E  95TH                         ST",,"33.9502","-118.2673"
"220604806","2022-01-19T00:00:00.000","2020-03-21T00:00:00.000","1200","06","Hollywood","0636","2","354","THEFT OF IDENTITY","1822 0930","54","F","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"6400    YUCCA                        ST",,"34.1039","-118.3297"
"221404880","2022-01-20T00:00:00.000","2020-12-01T00:00:00.000","1430","14","Pacific","1464","1","480","BIKE - STOLEN","0344","32","M","W","707","GARAGE/CARPORT",,,"IC","Invest Cont","480",,,,"12600    VILLAGE                      LN",,"33.9779","-118.4142"
"221822433","2022-12-19T00:00:00.000","2020-11-25T00:00:00.000","2200","18","Southeast","1822","1","121","RAPE, FORCIBLE","0913 2002 0531 0444 0416 0510 0419 0516 0527","27","F","H","505","MOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121",,,,"10300 S  BROADWAY",,"33.9428","-118.2781"
"220218655","2022-10-17T00:00:00.000","2020-05-08T00:00:00.000","1000","02","Rampart","0257","2","354","THEFT OF IDENTITY","0923 0100 1822","22","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"500    UNION                        DR",,"34.0587","-118.2678"
"231706742","2023-03-06T00:00:00.000","2020-01-01T00:00:00.000","1200","17","Devonshire","1721","2","813","CHILD ANNOYING (17YRS & UNDER)","2024 0500 1822 1251 0940 1259","11","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","813",,,,"10400    LARWIN                       AV",,"34.2589","-118.6137"
"231809250","2023-04-20T00:00:00.000","2020-04-20T00:00:00.000","0915","18","Southeast","1846","2","354","THEFT OF IDENTITY","0930 1822","30","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"1400 E  111TH                        PL",,"33.934","-118.2498"
"211105454","2021-02-12T00:00:00.000","2020-11-29T00:00:00.000","1200","11","Northeast","1144","2","354","THEFT OF IDENTITY","1822 0100","60","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"2400    MORENO                       DR",,"34.1047","-118.2687"
"220605785","2022-02-08T00:00:00.000","2020-10-16T00:00:00.000","1820","06","Hollywood","0666","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1501 1822","41","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","956",,,,"1200 N  CAHUENGA                     BL",,"34.0925","-118.3288"
"221604268","2022-01-07T00:00:00.000","2020-02-19T00:00:00.000","1300","16","Foothill","1667","2","354","THEFT OF IDENTITY","0377 1822","44","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"9300    SUNLAND PARK                 DR",,"34.2397","-118.3661"
"232006335","2023-01-23T00:00:00.000","2020-10-09T00:00:00.000","1551","20","Olympic","2049","2","354","THEFT OF IDENTITY","0100 0344 0922 0923 0924 0925 0929 0930 1822","38","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"2700    JAMES M WOOD                 BL",,"34.0559","-118.2868"
"221912723","2022-08-02T00:00:00.000","2020-11-01T00:00:00.000","1100","19","Mission","1972","2","649","DOCUMENT FORGERY / STOLEN FELONY","0923","56","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","649",,,,"8900    BURNET                       AV",,"34.2319","-118.4633"
"221218237","2022-08-23T00:00:00.000","2020-08-23T00:00:00.000","1600","12","77th Street","1203","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","1251 1258 1203 0913 0500 0522 0551","8","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","812","860",,,"1600 W  45TH                         ST",,"34.0028","-118.3068"
"222008928","2022-04-21T00:00:00.000","2020-07-01T00:00:00.000","1200","20","Olympic","2023","2","354","THEFT OF IDENTITY","1822","62","M","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"400 S  KINGSLEY                     DR",,"34.0672","-118.3028"
"221304490","2022-01-11T00:00:00.000","2020-10-01T00:00:00.000","2000","13","Newton","1385","2","354","THEFT OF IDENTITY","0100","29","F","B","701","HOSPITAL",,,"IC","Invest Cont","354",,,,"300 E  59TH                         PL",,"33.9861","-118.2696"
"221314362","2022-07-11T00:00:00.000","2020-04-07T00:00:00.000","0001","13","Newton","1307","2","354","THEFT OF IDENTITY","0800 0100 0930","53","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"1600 E  OLYMPIC                      BL",,"34.0349","-118.2436"
"230305615","2023-02-01T00:00:00.000","2020-01-25T00:00:00.000","0001","03","Southwest","0355","1","121","RAPE, FORCIBLE","1821 1241 0913 2000 0527 2034 0512","33","F","W","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","121",,,,"3600    CIMARRON                     ST",,"34.0228","-118.3156"
"220817021","2022-11-18T00:00:00.000","2020-11-17T00:00:00.000","2330","08","West LA","0839","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0421","32","M","H","203","OTHER BUSINESS","511","VERBAL THREAT","IC","Invest Cont","930",,,,"2000    AVENUE OF THE STARS",,"34.0587","-118.4158"
"230220152","2023-10-25T00:00:00.000","2020-01-25T00:00:00.000","1845","02","Rampart","0295","2","354","THEFT OF IDENTITY","0100","34","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"1300 S  BURLINGTON                   AV",,"34.0456","-118.2789"
"220206045","2022-02-17T00:00:00.000","2020-11-19T00:00:00.000","0900","02","Rampart","0299","2","354","THEFT OF IDENTITY","0100 1822","38","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"1000 W  18TH                         ST",,"34.0387","-118.2786"
"230710295","2023-05-31T00:00:00.000","2020-01-01T00:00:00.000","1200","07","Wilshire","0753","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","2000 1814 1906","29","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"AO","Adult Other","956",,,,"1000 S  ORANGE GROVE                 AV",,"34.0578","-118.3628"
"222104573","2022-01-18T00:00:00.000","2020-08-07T00:00:00.000","1155","21","Topanga","2169","2","354","THEFT OF IDENTITY","0922 1822","38","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"6200    PENFIELD                     AV",,"34.1818","-118.5676"
"221605629","2022-02-21T00:00:00.000","2020-10-31T00:00:00.000","2000","16","Foothill","1601","1","121","RAPE, FORCIBLE","0558 0913 1258 0527","11","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121","812",,,"12800    PAXTON                       ST",,"34.2865","-118.4161"
"221907310","2022-03-21T00:00:00.000","2020-03-19T00:00:00.000","1510","19","Mission","1984","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","1402 0554 1258 0515 0913 1817 2024","7","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest","815","998",,,"8600    WILLIS                       AV",,"34.2266","-118.4553"
"221605942","2022-03-02T00:00:00.000","2020-08-27T00:00:00.000","0800","16","Foothill","1613","2","810","SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","0533 1814 0522 0527 1259 0913","14","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","810",,,,"12600    PIERCE                       ST",,"34.2758","-118.4052"
"220221083","2022-12-02T00:00:00.000","2020-11-28T00:00:00.000","1600","02","Rampart","0269","1","121","RAPE, FORCIBLE","1262 0913 1206 0500 0527","19","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","121",,,,"700 S  BIXEL                        ST",,"34.0509","-118.2642"
"210805061","2020-12-24T00:00:00.000","2020-12-23T00:00:00.000","1200","08","West LA","0823","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1822 1202 0385","62","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","331",,,,"15300    DE PAUW                      ST",,"34.039","-118.5262"
"221418972","2022-11-15T00:00:00.000","2020-11-15T00:00:00.000","1200","14","Pacific","1414","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 1813 0552","28","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","626",,,,"600    INDIANA                      AV",,"33.9962","-118.4694"
"220116036","2022-06-17T00:00:00.000","2020-03-23T00:00:00.000","1200","01","Central","0135","2","354","THEFT OF IDENTITY","0927 1822 1414","48","M","B","112","BUS, SCHOOL, CHURCH",,,"IC","Invest Cont","354",,,,"100 E  3RD                          ST",,"34.0495","-118.2459"
"221916942","2022-11-15T00:00:00.000","2020-04-01T00:00:00.000","0005","19","Mission","1904","1","820","ORAL COPULATION","1258 0554 0913 1817 0421 2024 0507","8","M","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","812","820",,,"14000    LAKESIDE                     ST",,"34.321","-118.4381"
"210304538","2020-12-21T00:00:00.000","2020-01-01T00:00:00.000","1200","03","Southwest","0363","1","820","ORAL COPULATION","1258 1251 0913 0555 0512 0550 0510","6","F","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other","812","820",,,"4100    MARLTON                      AV",,"34.0102","-118.3404"
"220605303","2022-01-30T00:00:00.000","2020-01-10T00:00:00.000","0800","06","Hollywood","0669","2","354","THEFT OF IDENTITY","0377 1822 1501 0930 0928 0929","28","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,"IC","Invest Cont","354",,,,"1100 N  ARDMORE                      AV",,"34.0908","-118.3012"
"220407289","2022-04-06T00:00:00.000","2020-09-01T00:00:00.000","1130","04","Hollenbeck","0464","2","860","BATTERY WITH SEXUAL CONTACT","0500 0522 1822 0400","12","F","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","860",,,,"PERCY","SPENCE","34.0445","-118.2116"
"220504793","2022-01-22T00:00:00.000","2020-04-01T00:00:00.000","0935","05","Harbor","0532","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906","28","F","H","710","OTHER PREMISE",,,"IC","Invest Cont","956",,,,"1100    MCDONALD                     AV",,"33.7845","-118.2714"
"211206256","2020-10-24T00:00:00.000","2020-10-23T00:00:00.000","1800","12","77th Street","1248","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300","31","M","I","122","VEHICLE, PASSENGER/TRUCK",,,"IC","Invest Cont","740",,,,"900 W  65TH                         ST",,"33.9801","-118.2914"
"231404594","2022-12-31T00:00:00.000","2020-03-04T00:00:00.000","0002","14","Pacific","1454","2","354","THEFT OF IDENTITY","0377","54","M","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"12900    WALSH                        AV",,"33.9869","-118.4301"
"221916382","2022-11-02T00:00:00.000","2020-11-11T00:00:00.000","1200","19","Mission","1962","2","354","THEFT OF IDENTITY","0929 1822","31","F","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"15100    TAMARACK                     CT",,"34.239","-118.4618"
"230110332","2020-11-26T00:00:00.000","2020-11-26T00:00:00.000","1000","01","Central","0132","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","2000 0913 0515","19","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","815",,,,"200 S  OLIVE                        ST",,"34.0535","-118.2491"
"230320974","2023-12-08T00:00:00.000","2020-04-22T00:00:00.000","0655","03","Southwest","0362","2","354","THEFT OF IDENTITY","1822 0100","50","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"3800    POTOMAC                      AV",,"34.016","-118.346"
"232104037","2023-01-02T00:00:00.000","2020-02-01T00:00:00.000","1700","21","Topanga","2148","2","940","EXTORTION","2000 0337","23","F","W","103","ALLEY",,,"AO","Adult Other","940",,,,"VANOWEN                      ST","WINNETKA                     AV","34.1938","-118.571"
"220319193","2022-10-27T00:00:00.000","2020-11-12T00:00:00.000","1500","03","Southwest","0393","2","946","OTHER MISCELLANEOUS CRIME","0602 0913 0400","53","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","946",,,,"4100    GARTHWAITE                   AV",,"34.0094","-118.3231"
"231110558","2023-06-27T00:00:00.000","2020-08-07T00:00:00.000","1400","11","Northeast","1149","2","946","OTHER MISCELLANEOUS CRIME",,"26","M","B","710","OTHER PREMISE",,,"IC","Invest Cont","946",,,,"200 N  AVE 55",,"34.1094","-118.1963"
"221509576","2022-05-13T00:00:00.000","2020-05-20T00:00:00.000","1500","15","N Hollywood","1543","2","625","OTHER ASSAULT","0444 0416 0356","48","M","H","108","PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","625",,,,"12100    BURBANK                      BL",,"34.1721","-118.3965"
"221907738","2022-04-01T00:00:00.000","2020-01-01T00:00:00.000","1200","19","Mission","1987","2","354","THEFT OF IDENTITY",,"16","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"8500    MAMMOTH                      AV",,"34.2249","-118.4344"
"230604435","2023-01-11T00:00:00.000","2020-12-13T00:00:00.000","2000","06","Hollywood","0667","1","310","BURGLARY","1822 0344","45","F","W","120","STORAGE SHED","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","310",,,,"5800    SANTA MONICA                 BL",,"34.0944","-118.319"
"220908425","2022-04-26T00:00:00.000","2020-11-20T00:00:00.000","1600","09","Van Nuys","0952","1","310","BURGLARY","0344 1601","50","F","H","221","PUBLIC STORAGE",,,"IC","Invest Cont","310",,,,"5200 N  SEPULVEDA                    BL",,"34.1649","-118.4661"
"230911235","2023-06-29T00:00:00.000","2020-11-01T00:00:00.000","0600","09","Van Nuys","0964","2","354","THEFT OF IDENTITY","0377","46","M","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"5100    STANSBURY                    AV",,"34.1635","-118.4411"
"230818509","2023-11-20T00:00:00.000","2020-01-01T00:00:00.000","0700","08","West LA","0823","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0601 1822","44","F","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","341",,,,"800    VIA DE LA PAZ",,"34.0448","-118.5277"
"232109597","2023-05-27T00:00:00.000","2020-07-14T00:00:00.000","1655","21","Topanga","2118","2","354","THEFT OF IDENTITY","1822 0922 0929 0930","52","M","W","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"20400    CANTARA                      ST",,"34.2191","-118.5771"
"221011819","2022-07-20T00:00:00.000","2020-07-19T00:00:00.000","1800","10","West Valley","1004","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1822 0344 1300","80","F","K","108","PARKING LOT",,,"IC","Invest Cont","331",,,,"18400    INGOMAR                      ST",,"34.212","-118.534"
"231711215","2023-06-12T00:00:00.000","2020-11-12T00:00:00.000","1110","17","Devonshire","1701","2","354","THEFT OF IDENTITY","0929 1822 0930","51","M","B","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"20600    LUGANO                       WY",,"34.2799","-118.5818"
"210907013","2021-03-16T00:00:00.000","2020-11-15T00:00:00.000","1200","09","Van Nuys","0931","2","940","EXTORTION","1202 0337","59","M","O","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","940",,,,"6300    PEACH                        AV",,"34.1848","-118.4675"
"230507982","2023-04-20T00:00:00.000","2020-04-01T00:00:00.000","0001","05","Harbor","0563","2","624","BATTERY - SIMPLE ASSAULT","0913 1259","14","F","W","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other","624",,,,"700 S  LELAND                       ST",,"33.7379","-118.3012"
"230714761","2023-09-18T00:00:00.000","2020-06-16T00:00:00.000","1445","07","Wilshire","0758","2","354","THEFT OF IDENTITY","0930","33","F","J","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"1100 S  MUIRFIELD                    RD",,"34.0537","-118.3327"
"221211022","2022-04-26T00:00:00.000","2020-04-26T00:00:00.000","2115","12","77th Street","1204","2","354","THEFT OF IDENTITY","0100","41","F","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","354",,,,"1100 W  VERNON                       AV",,"34.0037","-118.2938"
